voting_id,congressman_id,vote_type,attendance_status,session_id,period,with_majority
46878,247,0,0,41168,2024,0
46878,942,0,0,41168,2024,0
46878,92,0,0,41168,2024,0
46878,801,0,0,41168,2024,0
46878,911,0,0,41168,2024,0
46878,802,0,0,41168,2024,0
46878,95,0,0,41168,2024,0
46878,895,0,0,41168,2024,0
46878,917,0,0,41168,2024,0
46878,845,0,0,41168,2024,0
46878,903,0,0,41168,2024,0
46878,896,0,0,41168,2024,0
46878,893,0,0,41168,2024,0
46878,936,0,0,41168,2024,0
46878,886,0,0,41168,2024,0
46878,959,0,0,41168,2024,0
46878,828,0,0,41168,2024,0
46878,897,0,0,41168,2024,0
46878,806,0,0,41168,2024,0
46878,937,0,0,41168,2024,0
46878,912,0,0,41168,2024,0
46878,938,0,0,41168,2024,0
46878,923,0,0,41168,2024,0
46878,160,0,0,41168,2024,0
46878,834,0,0,41168,2024,0
46878,951,0,0,41168,2024,0
46878,974,0,0,41168,2024,0
46878,122,0,0,41168,2024,0
46878,864,0,0,41168,2024,0
46878,809,0,0,41168,2024,0
46878,957,0,0,41168,2024,0
46878,922,0,0,41168,2024,0
46878,925,0,0,41168,2024,0
46878,128,0,0,41168,2024,0
46878,913,0,0,41168,2024,0
46878,857,0,0,41168,2024,0
46878,890,0,0,41168,2024,0
46878,931,0,0,41168,2024,0
46878,135,0,0,41168,2024,0
46878,914,0,0,41168,2024,0
46878,875,0,0,41168,2024,0
46878,955,0,0,41168,2024,0
46878,887,0,0,41168,2024,0
46878,960,0,0,41168,2024,0
46878,829,0,0,41168,2024,0
46878,154,0,0,41168,2024,0
46878,928,0,0,41168,2024,0
46878,155,0,0,41168,2024,0
46878,927,0,0,41168,2024,0
46878,840,1,0,41168,2024,1
46878,943,1,0,41168,2024,1
46878,2,1,0,41168,2024,1
46878,956,1,0,41168,2024,1
46878,972,1,0,41168,2024,1
46878,11,1,0,41168,2024,1
46878,918,1,0,41168,2024,1
46878,900,1,0,41168,2024,1
46878,973,1,0,41168,2024,1
46878,774,1,0,41168,2024,1
46878,787,1,0,41168,2024,1
46878,939,1,0,41168,2024,1
46878,965,1,0,41168,2024,1
46878,962,1,0,41168,2024,1
46878,776,1,0,41168,2024,1
46878,961,1,0,41168,2024,1
46878,944,1,0,41168,2024,1
46878,777,1,0,41168,2024,1
46878,933,1,0,41168,2024,1
46878,940,1,0,41168,2024,1
46878,884,1,0,41168,2024,1
46878,941,1,0,41168,2024,1
46878,54,1,0,41168,2024,1
46878,870,1,0,41168,2024,1
46878,788,1,0,41168,2024,1
46878,65,1,0,41168,2024,1
46878,904,1,0,41168,2024,1
46878,78,1,0,41168,2024,1
46878,949,1,0,41168,2024,1
46878,898,1,0,41168,2024,1
46878,780,1,0,41168,2024,1
46878,881,1,0,41168,2024,1
46878,789,1,0,41168,2024,1
46878,976,1,0,41168,2024,1
46878,93,1,0,41168,2024,1
46878,967,1,0,41168,2024,1
46878,179,1,0,41168,2024,1
46878,964,1,0,41168,2024,1
46878,793,1,0,41168,2024,1
46878,99,1,0,41168,2024,1
46878,921,1,0,41168,2024,1
46878,781,1,0,41168,2024,1
46878,100,1,0,41168,2024,1
46878,782,1,0,41168,2024,1
46878,790,1,0,41168,2024,1
46878,953,1,0,41168,2024,1
46878,919,1,0,41168,2024,1
46878,932,1,0,41168,2024,1
46878,117,1,0,41168,2024,1
46878,945,1,0,41168,2024,1
46878,946,1,0,41168,2024,1
46878,126,1,0,41168,2024,1
46878,127,1,0,41168,2024,1
46878,811,1,0,41168,2024,1
46878,785,1,0,41168,2024,1
46878,901,1,0,41168,2024,1
46878,952,1,0,41168,2024,1
46878,966,1,0,41168,2024,1
46878,770,1,0,41168,2024,1
