session_id,congressman_id,status
41172,65,0
41172,909,0
41172,971,0
41172,904,0
41172,935,0
41172,861,0
41172,902,0
41172,78,0
41172,910,0
41172,949,0
41172,892,0
41172,898,0
41172,86,0
41172,780,0
41172,881,0
41172,247,0
41172,942,0
41172,789,0
41172,976,0
41172,92,0
41172,801,0
41172,93,0
41172,911,0
41172,967,0
41172,802,0
41172,95,0
41172,895,0
41172,179,0
41172,917,0
41172,964,0
41172,793,0
41172,99,0
41172,921,0
41172,781,2
41172,100,0
41172,845,0
41172,903,0
41172,896,0
41172,782,0
41172,893,0
41172,886,0
41172,959,0
41172,828,0
41172,897,0
41172,806,0
41172,937,0
41172,912,0
41172,938,0
41172,790,0
41172,923,0
41172,953,0
41172,919,0
41172,160,0
41172,932,0
41172,117,0
41172,834,0
41172,951,0
41172,945,0
41172,946,0
41172,974,0
41172,122,0
41172,864,0
41172,809,0
41172,957,0
41172,922,0
41172,126,0
41172,925,0
41172,127,0
41172,128,0
41172,913,0
41172,811,0
41172,857,0
41172,890,0
41172,785,2
41172,901,0
41172,931,0
41172,952,0
41172,770,0
41172,966,0
41172,130,0
41172,874,0
41172,924,0
41172,822,0
41172,135,0
41172,914,2
41172,958,0
41172,875,0
41172,955,0
41172,887,0
41172,960,0
41172,954,0
41172,947,0
41172,829,0
41172,154,0
41172,928,0
41172,155,0
41172,977,0
41172,927,0
41173,929,0
41173,840,0
41173,943,0
41173,2,0
41173,956,0
41173,851,0
41173,948,0
41173,772,0
41173,907,0
41173,972,0
41173,11,0
41173,918,0
41173,969,0
41173,894,0
41173,915,0
41173,18,0
41173,891,0
41173,900,0
41173,973,2
41173,908,0
41173,774,0
41173,791,0
41173,905,0
41173,934,0
41173,831,0
41173,30,0
41173,787,0
41173,842,0
41173,31,0
41173,939,0
41173,899,0
41173,965,0
41173,962,0
41173,776,0
41173,883,0
41173,961,0
41173,888,0
41173,885,0
41173,39,0
41173,41,2
41173,826,0
41173,889,0
41173,906,0
41173,950,0
41173,944,0
41173,970,0
41173,777,0
41173,940,0
41173,933,0
41173,818,0
41173,963,0
41173,884,0
41173,941,0
41173,926,0
41173,54,0
41173,930,0
41173,796,0
41173,61,0
41173,819,2
41173,920,0
41173,870,0
41173,788,2
41173,65,0
41173,909,0
41173,971,0
41173,904,0
41173,935,0
41173,861,0
41173,902,0
41173,78,0
41173,910,0
41173,949,0
41173,892,0
41173,898,0
41173,86,0
41173,780,0
41173,881,0
41173,247,0
41173,942,0
41173,789,0
41173,976,0
41173,92,0
41173,801,0
41173,93,1
41173,911,0
41173,967,0
41173,802,0
41173,95,0
